"ITTER107","Territorio","VARICT","Tipo dato","ATECO_2007","Ateco 2007","CLLVT","Classe di addetti","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2020","2020",2.61,,
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2020","2020",12.06,,
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2020","2020",36.11,,
"IT","Italia","E_BDAOS_PERC1","imprese che analizzano altre fonti di big data (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2020","2020",14.28,,
"IT","Italia","E_BDASDS_PERC1","imprese che analizzano propri big data derivanti da dispositivi intelligenti o sensori (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2020","2020",85.29,,
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2020","2020",17.83,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2020","2020",11.2,,
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2020","2020",5.43,,
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2020","2020",7.88,,
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2020","2020",34.94,,
"IT","Italia","E_BDAOS_PERC1","imprese che analizzano altre fonti di big data (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2020","2020",33.26,,
"IT","Italia","E_BDASDS_PERC1","imprese che analizzano propri big data derivanti da dispositivi intelligenti o sensori (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2020","2020",22.21,,
"IT","Italia","E_BDASM_PERC1","imprese che analizzano big data generati dai social media  (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2020","2020",58.29,,
"IT","Italia","E_BDA_PERC","imprese che analizzano big data internamente o esternamente (incidenza %)","53","servizi postali e attività di corriere","W_GE10","10 e più","2020","2020",7.32,,
"IT","Italia","E_BDAEXT_PERC","imprese che hanno un'altra organizzazione che analizza i dati  (incidenza %)","53","servizi postali e attività di corriere","W_GE10","10 e più","2020","2020",1.46,,
"IT","Italia","E_BDAINT_PERC","imprese che analizzano big data internamente  (incidenza %)","53","servizi postali e attività di corriere","W_GE10","10 e più","2020","2020",6.92,,
"IT","Italia","E_BDALOC_PERC1","imprese che analizzano big data di geo localizzazione derivanti dall’utilizzo di dispositivi portatili (incidenza %)","53","servizi postali e attività di corriere","W_GE10","10 e più","2020","2020",76.71,,
